	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
9	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
10	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.25
12	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5
17	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.25
18	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0
19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
23	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.75
24	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.5
25	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0
26	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
28	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.25
29	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.25
31	0.0	0.0	0.0	0.0	0.25	0.0	0.5	0.0	0.0
32	0.0	0.0	0.0	0.25	0.25	0.0	0.25	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
34	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.75
