	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
3	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
6	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25
9	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.25
10	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.25
11	0.0	0.0	0.0	0.0	0.0	0.25	0.75	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
13	0.0	0.0	0.0	0.0	0.0	0.25	0.75	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0
16	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0
17	0.0	0.0	0.0	0.25	0.0	0.0	0.25	0.0	0.5
18	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25
19	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.5
20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
21	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.5
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
24	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25
26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
27	0.5	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
28	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
29	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
30	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
32	0.25	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
