	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
7	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
8	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.25
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
10	0.5	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
14	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
16	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0
17	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
18	0.75	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0
19	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.5
20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.25
22	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0
23	0.0	0.25	0.0	0.0	0.0	0.0	0.5	0.0	0.0
24	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.25
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
26	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5
27	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
28	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
29	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
30	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.25
32	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5
33	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.25
34	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5
