	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.25
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.75
7	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25
8	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
9	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.5
10	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5
11	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
12	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.5
13	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
15	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
16	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
17	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0
18	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.25
19	0.25	0.0	0.5	0.0	0.0	0.0	0.25	0.0	0.0
20	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.75
22	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25
23	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25
24	0.25	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.25
25	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.5
26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
27	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.25
28	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.25
29	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5
32	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
33	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.75
34	0.0	0.25	0.0	0.0	0.0	0.0	0.75	0.0	0.0
