	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.25
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.5
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5
8	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.5
10	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.5
11	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.75
15	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.25
17	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.5	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
19	0.25	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
20	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.0
22	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
23	0.0	0.0	0.5	0.0	0.0	0.0	0.25	0.0	0.0
24	0.5	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
27	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.25	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0
29	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.5
31	0.25	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
32	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0
33	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.5
34	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.5
36	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.25	0.0
37	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.0
38	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0
39	0.0	0.0	0.0	0.5	0.25	0.0	0.0	0.0	0.0
40	0.0	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.5	0.0	0.25	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0
43	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5
44	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.25
47	0.0	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
49	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0
50	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.75
51	0.25	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0
52	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	0.5	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.5	0.0	0.0	0.25	0.0	0.25
55	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
57	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
59	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	0.25
61	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.0
62	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
