	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
4	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0
5	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0	0.25	0.75	0.0	0.0
8	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.5
9	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25
10	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0
12	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0
13	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
16	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0
17	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.75
18	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.25
20	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
21	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.0	0.0	0.0	0.25	0.0	0.75	0.0	0.0
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
26	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
27	0.0	0.0	0.25	0.0	0.0	0.0	0.5	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
29	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.75
30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.75
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
32	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.25
33	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	0.0	0.5	0.0	0.0	0.25	0.0	0.0	0.0	0.25
